gross,genres,,movie_title,budget,Net 
67344392,Action|Thriller,,A Good Day to Die Hard,92000000,-24655608
22406362,Drama|History|War|Western,,The Alamo,107000000,-84593638
261437578,Action|Adventure|Animation|Family,,The Incredibles,92000000,169437578
11000000,Action|Adventure|Comedy,,Cutthroat Island,98000000,-87000000
88761720,Adventure|Family|Fantasy,,Percy Jackson & the Olympians: The Lightning Thief,95000000,-6238280
250147615,Adventure|Comedy|Family|Mystery|Sci-Fi,,Men in Black,90000000,160147615
245823397,Adventure|Animation|Comedy|Family|Fantasy,,Toy Story 2,90000000,155823397
81557479,Action|Thriller,,Unstoppable,100000000,-18442521
226138454,Action|Comedy|Crime|Thriller,,Rush Hour 2,90000000,136138454
155370362,Drama|Fantasy|Horror|Mystery|Thriller,,What Lies Beneath,100000000,55370362
124870275,Animation|Comedy|Family|Sci-Fi,,Cloudy with a Chance of Meatballs,100000000,24870275
196573705,Action|Adventure|Animation|Comedy|Family,,Ice Age: Dawn of the Dinosaurs,90000000,106573705
58229120,Adventure|Comedy|Drama|Fantasy|Romance,,The Secret Life of Walter Mitty,90000000,-31770880
125305545,Action|Adventure|Comedy|Crime|Thriller,,Charlie's Angels,92000000,33305545
132373442,Crime|Drama|Thriller,,The Departed,90000000,42373442
120618403,Adventure|Animation|Family|Fantasy|Musical|War,,Mulan,90000000,30618403
110416702,Action|Comedy,,Tropic Thunder,92000000,18416702
102515793,Crime|Drama|Mystery|Thriller,,The Girl with the Dragon Tattoo,90000000,12515793
100012500,Action|Adventure|Thriller,,Die Hard with a Vengeance,90000000,10012500
209019489,Action|Adventure|Crime|Mystery|Thriller,,Sherlock Holmes,90000000,119019489
,Adventure|Drama|History,,Ben-Hur,,0
84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,,Atlantis: The Lost Empire,120000000,-35962961
85884815,Adventure|Animation|Comedy|Family|Fantasy|Music,,Alvin and the Chipmunks: The Road Chip,90000000,-4115185
83077470,Drama|History|Thriller|War,,Valkyrie,75000000,8077470
100018837,Action|Comedy,,You Don't Mess with the Zohan,90000000,10018837
78747585,Action|Animation|Comedy|Sci-Fi,,Pixels,88000000,-9252415
78616689,Adventure|Drama|Sci-Fi,,A.I. Artificial Intelligence,100000000,-21383311
75817994,Comedy|Family|Fantasy|Horror|Mystery,,The Haunted Mansion,90000000,-14182006
100853835,Drama|Mystery|Sci-Fi|Thriller,,Contact,90000000,10853835
73209340,Action|Horror|Sci-Fi|Thriller,,Hollow Man,95000000,-21790660
72515360,Crime|Mystery|Thriller,,The Interpreter,80000000,-7484640
68558662,Adventure|Family|Fantasy,,Percy Jackson: Sea of Monsters,90000000,-21441338
65653758,Action|Adventure|Fantasy,,Lara Croft Tomb Raider: The Cradle of Life,95000000,-29346242
64685359,Action|Adventure|Comedy|Crime|Mystery|Thriller,,Now You See Me 2,90000000,-25314641
61355436,Action|Adventure|Romance|Sci-Fi|Thriller,,The Saint,68000000,-6644564
26871,Action|Crime|Thriller,,Spy Game,92000000,-91973129
60874615,Adventure|Sci-Fi|Thriller,,Mission to Mars,90000000,-29125385
143618384,Adventure|Animation|Comedy|Family|Musical,,Rio,90000000,53618384
58220776,Comedy|Drama|Sci-Fi,,Bicentennial Man,100000000,-41779224
47474112,Action|Drama|Sci-Fi|Thriller,,Volcano,90000000,-42525888
42877165,Action|Crime|Drama|Thriller,,The Devil's Own,86000000,-43122835
35168677,Drama|History|Thriller|War,,K-19: The Widowmaker,100000000,-64831323
56114221,Action|Adventure|Sci-Fi,,Fantastic Four,120000000,-63885779
37567440,Adventure|Fantasy,,Conan the Barbarian,20000000,17567440
61644321,Biography|Drama|Sport,,Cinderella Man,88000000,-26355679
190562,Action|Family|Fantasy|Musical,,The Nutcracker in 3D,90000000,-89809438
120147445,Drama|History|Sport,,Seabiscuit,87000000,33147445
241688385,Action|Adventure|Drama|Thriller,,Twister,92000000,149688385
144512310,Action|Crime|Thriller,,The Fast and the Furious,38000000,106512310
233630478,Adventure|Drama|Romance,,Cast Away,90000000,143630478
197992827,Animation|Comedy|Family|Music|Romance,,Happy Feet,100000000,97992827
176049130,Action|Mystery|Thriller,,The Bourne Supremacy,75000000,101049130
172620724,Action|Adventure|Drama|Thriller,,Air Force One,85000000,87620724
183405771,Crime|Thriller,,Ocean's Eleven,85000000,98405771
20315324,Action|Adventure|Romance,,The Three Musketeers,75000000,-54684676
148313048,Animation|Comedy|Family|Fantasy,,Hotel Transylvania,85000000,63313048
127706877,Animation|Comedy|Family|Fantasy|Musical|Romance,,Enchanted,85000000,42706877
,Crime|Drama|Horror|Mystery|Thriller,,Hannibal            ,,0
126149655,Action|Crime|Mystery|Thriller,,Safe House,85000000,41149655
66941559,Adventure|Comedy|Family,,102 Dalmatians,85000000,-18058441
78009155,Action|Comedy|Crime,,Tower Heist,75000000,3009155
63224849,Comedy|Romance,,The Holiday,85000000,-21775151
111544445,Action|Crime|Drama|Mystery|Thriller,,Enemy of the State,90000000,21544445
112703470,Comedy|Drama|Romance,,It's Complicated,85000000,27703470
117144465,Crime|Thriller,,Ocean's Thirteen,85000000,32144465
84303558,Adventure|Animation|Comedy|Family,,Open Season,85000000,-696442
150832203,Adventure|Mystery|Sci-Fi,,Divergent,85000000,65832203
51396781,Drama|History|War,,Enemy at the Gates,68000000,-16603219
47592825,Action|Adventure|Comedy|Thriller,,The Rundown,85000000,-37407175
50016394,Action|Adventure|Comedy|Fantasy,,Last Action Hero,70000000,-19983606
57010853,Drama|Romance,,Memoirs of a Geisha,85000000,-27989147
62494975,Action|Crime|Thriller,,The Fast and the Furious: Tokyo Drift,85000000,-22505025
46440491,Adventure|Animation|Comedy|Family|Fantasy,,Arthur Christmas,100000000,-53559509
44606335,Drama|Fantasy|Romance,,Meet Joe Black,90000000,-45393665
40048332,Action|Drama|Thriller,,Collateral Damage,85000000,-44951668
,Comedy|Drama|Music|Musical,,All That Jazz,,0
64933670,Adventure|Comedy|Drama|Family|Fantasy,,Mirror Mirror,85000000,-20066330
31494270,Action|Comedy|Fantasy|Romance,,Scott Pilgrim vs. the World,60000000,-28505730
31111260,Action|Adventure|Sci-Fi|Thriller,,The Core,60000000,-28888740
123307945,Comedy|Romance|Sci-Fi,,Nutty Professor II: The Klumps,65000000,58307945
153288182,Adventure|Comedy|Mystery,,Scooby-Doo,84000000,69288182
13401683,Action|Sci-Fi,,Dredd,35000000,-21598317
137340146,Comedy|Drama|Fantasy|Romance,,Click,70000000,67340146
,Comedy|Fantasy|Horror,,Creepshow,8000000,-8000000
43575716,Action|Comedy|Family|Fantasy,,Cats & Dogs: The Revenge of Kitty Galore,85000000,-41424284
80170146,Action|Adventure|Sci-Fi|Thriller,,Jumper,85000000,-4829854
75754670,Action|Adventure|Fantasy|Horror|Sci-Fi,,Hellboy II: The Golden Army,85000000,-9245330
33048353,Crime|Drama|History|Mystery|Thriller,,Zodiac,65000000,-31951647
34543701,Action|Mystery|Sci-Fi|Thriller,,The 6th Day,82000000,-47456299
242589580,Comedy|Drama,,Bruce Almighty,81000000,161589580
102981571,Action|Adventure|Thriller,,The Expendables,80000000,22981571
180965237,Action|Adventure|Thriller,,Mission: Impossible,80000000,100965237
407999255,Adventure|Drama|Sci-Fi|Thriller,,The Hunger Games,78000000,329999255
254455986,Comedy,,The Hangover Part II,80000000,174455986
162831698,Action,,Batman Returns,80000000,82831698
155019340,Adventure|Animation|Comedy|Family,,Over the Hedge,80000000,75019340
145771527,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,,Lilo & Stitch,80000000,65771527
82506325,Comedy|Family|Fantasy,,Charlotte's Web,,82506325
140459099,Action|Drama|Romance|Sci-Fi|Thriller,,Deep Impact,75000000,65459099
53215979,Action|Comedy|Crime|Thriller,,RED 2,84000000,-30784021
158115031,Comedy|Crime|Sport,,The Longest Yard,82000000,76115031
133103929,Adventure|Animation|Comedy|Family|Fantasy|Music,,Alvin and the Chipmunks: Chipwrecked,75000000,58103929
133668525,Comedy,,Grown Ups 2,80000000,53668525
130313314,Action|Adventure|Comedy,,Get Smart,80000000,50313314
124590960,Comedy|Drama|Romance,,Something's Gotta Give,80000000,44590960
127968405,Mystery|Thriller,,Shutter Island,80000000,47968405
120136047,Comedy|Drama|Romance,,Four Christmases,80000000,40136047
128200012,Adventure|Animation|Comedy|Family|Sci-Fi,,Robots,75000000,53200012
112225777,Action|Crime|Sci-Fi|Thriller,,Face/Off,80000000,32225777
109993847,Comedy|Family|Fantasy|Romance,,Bedtime Stories,80000000,29993847
104054514,Crime|Drama|Thriller,,Road to Perdition,80000000,24054514
103028109,Comedy|Romance,,Just Go with It,80000000,23028109
,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,,Daredevil            ,,0
101087161,Action|Crime|Thriller,,Con Air,75000000,26087161
101111837,Action|Mystery|Thriller,,Eagle Eye,80000000,21111837
95632614,Adventure|Drama|History|Romance|War,,Cold Mountain,79000000,16632614
94822707,Action|Adventure|Drama|Thriller,,The Book of Eli,80000000,14822707
92969824,Comedy|Family|Sci-Fi,,Flubber,80000000,12969824
91188905,Fantasy|Horror|Mystery|Thriller,,The Haunting,80000000,11188905
90443603,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,,Space Jam,80000000,10443603
82226474,Adventure|Comedy|Crime|Family|Mystery,,The Pink Panther,65000000,17226474
79363785,Drama|Sci-Fi|Thriller,,The Day the Earth Stood Still,80000000,-636215
76081498,Action|Crime|Mystery|Romance|Thriller,,Conspiracy Theory,75000000,1081498
85707116,Action|Drama|War,,Fury,68000000,17707116
74329966,Action|Adventure|Comedy|Romance,,Six Days Seven Nights,70000000,4329966
100169068,Adventure|Animation|Comedy|Family,,Yogi Bear,80000000,20169068
73215310,Adventure|Animation|Family|Western,,Spirit: Stallion of the Cimarron,80000000,-6784690
80360866,Comedy|Family|Romance,,Zookeeper,80000000,360866
69102910,Action|Adventure|Family|Sci-Fi|Thriller,,Lost in Space,80000000,-10897090
65948711,Drama|Mystery|Sci-Fi|Thriller,,The Manchurian Candidate,80000000,-14051289
821997,Drama|Romance,,Déjà Vu,,821997
169692572,Animation|Comedy|Family|Fantasy,,Hotel Transylvania 2,80000000,89692572
,Comedy|Family|Fantasy,,Bewitched            ,,0
60507228,Animation|Family|Fantasy|Music,,Fantasia 2000,80000000,-19492772
56684819,Action|Adventure|Sci-Fi,,The Time Machine,80000000,-23315181
50628009,Action|Adventure|Family|Fantasy|Thriller,,Mighty Joe Young,90000000,-39371991
69772969,Action|Crime|Thriller,,Swordfish,80000000,-10227031
45356386,Action|Adventure|Western,,The Legend of Zorro,75000000,-29643614
55350897,Drama|Fantasy|Romance,,What Dreams May Come,85000000,-29649103
39442871,Comedy|Fantasy,,Little Nicky,80000000,-40557129
37899638,Action|Adventure|Comedy|Fantasy|Thriller,,The Brothers Grimm,88000000,-50100362
37754208,Action|Comedy|Sci-Fi,,Mars Attacks!,70000000,-32245792
,Drama|Horror|Mystery|Sci-Fi,,Evolution,,0
27779888,Action|Adventure|Drama|Thriller,,The Edge,,27779888
38542418,Action|Sci-Fi|Thriller,,Surrogates,80000000,-41457582
34566746,Drama|History|Thriller,,Thirteen Days,80000000,-45433254
32885565,Action|Adventure|Drama|Thriller,,Daylight,80000000,-47114435
36073232,Adventure|Animation|Family,,Walking with Dinosaurs 3D,80000000,-43926768
21471685,Action|Adventure|Sci-Fi,,Battlefield Earth,44000000,-22528315
20950820,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,,Looney Tunes: Back in Action,80000000,-59049180
19673424,Drama|Musical|Romance,,Nine,80000000,-60326576
19480739,Action|Adventure|Sci-Fi,,Timeline,80000000,-60519261
17593391,Action|Adventure|Drama|Sci-Fi,,The Postman,80000000,-62406609
18318000,Adventure|Comedy|Drama|Family|Fantasy,,Babe: Pig in the City,80000000,-61682000
27356090,Action|Adventure|Fantasy,,The Last Witch Hunter,90000000,-62643910
17473245,Action|Sci-Fi|Thriller,,Red Planet,70000000,-52526755
15131330,Adventure|Animation|Family|Fantasy,,Arthur and the Invisibles,86000000,-70868670
19406406,Documentary|Drama,,Oceans,40000000,-20593594
1891821,Action|Adventure|Horror|Sci-Fi|Thriller,,A Sound of Thunder,52000000,-50108179
23219748,Action|Adventure|Drama|History|Romance,,Pompeii,80000000,-56780252
,Animation|Family,,Top Cat Begins,8000000,-8000000
170708996,Biography|Drama,,A Beautiful Mind,58000000,112708996
422783777,Adventure|Animation|Drama|Family|Musical,,The Lion King,45000000,377783777
103812241,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,,Journey 2: The Mysterious Island,79000000,24812241
119793567,Animation|Comedy|Family|Fantasy|Sci-Fi,,Cloudy with a Chance of Meatballs 2,78000000,41793567
92930005,Crime|Drama|Thriller,,Red Dragon,78000000,14930005
67286731,Action|Adventure|Western,,Hidalgo,100000000,-32713269
74158157,Comedy,,Jack and Jill,79000000,-4841843
127083765,Action|Crime|Thriller,,2 Fast 2 Furious,76000000,51083765
1339152,Adventure|Animation|Drama|Family|Fantasy,,The Little Prince,81200000,-79860848
15071514,Sci-Fi|Thriller,,The Invasion,80000000,-64928486
26000610,Adventure|Animation|Comedy|Family|Fantasy,,The Adventures of Rocky & Bullwinkle,76000000,-49999390
323505540,Animation|Comedy|Family,,The Secret Life of Pets,75000000,248505540
66462600,Action|Adventure|Fantasy|Sci-Fi,,The League of Extraordinary Gentlemen,78000000,-11537400
368049635,Animation|Comedy|Family|Sci-Fi,,Despicable Me 2,76000000,292049635
306124059,Action|Adventure|Sci-Fi,,Independence Day,75000000,231124059
229074524,Action|Adventure|Sci-Fi,,The Lost World: Jurassic Park,73000000,156074524
193136719,Adventure|Animation|Comedy|Family,,Madagascar,75000000,118136719
35286428,Drama|Sci-Fi|Thriller,,Children of Men,76000000,-40713572
157299717,Action|Adventure|Sci-Fi,,X-Men,75000000,82299717
134568845,Action|Crime|Fantasy|Thriller,,Wanted,75000000,59568845
134006721,Action|Adventure|Thriller,,The Rock,75000000,59006721
195329763,Action|Adventure|Animation|Comedy|Family|Fantasy,,Ice Age: The Meltdown,80000000,115329763
120776832,Comedy|Romance,,50 First Dates,75000000,45776832
118823091,Comedy|Drama|Family|Music|Musical|Romance,,Hairspray,75000000,43823091
41814863,Horror|Mystery|Thriller,,Exorcist: The Beginning,50000000,-8185137
97360069,Action|Adventure|Comedy|Family|Sci-Fi,,Inspector Gadget,75000000,22360069
117698894,Crime|Mystery|Thriller,,Now You See Me,75000000,42698894
162001186,Comedy,,Grown Ups,80000000,82001186
77032279,Comedy|Drama,,The Terminal,60000000,17032279
,Drama|Fantasy|Horror|Thriller,,Constantine            ,,0
73023275,Comedy|Family,,Hotel for Dogs,35000000,38023275
68473360,Action|Adventure|Drama|Thriller,,Vertical Limit,75000000,-6526640
66636385,Biography|Comedy|Drama|History,,Charlie Wilson's War,75000000,-8363615
160762022,Adventure|Animation|Comedy|Family,,Shark Tale,75000000,85762022
103338338,Drama|Music|Musical,,Dreamgirls,70000000,33338338
,Crime|Drama|Mystery,,Life            ,,0
55808744,Comedy|Crime|Music,,Be Cool,53000000,2808744
47379090,Drama|History|Thriller,,Munich,70000000,-22620910
43426961,Action|Drama|Thriller|War,,Tears of the Sun,70000000,-26573039
47000485,Action|Comedy|Romance|Thriller,,Killers,75000000,-27999515
45434443,Action|Adventure|Comedy,,The Man from U.N.C.L.E.,75000000,-29565557
42044321,Comedy|Drama|Romance,,Spanglish,80000000,-37955679
73661010,Animation|Comedy|Family|Fantasy|Mystery,,Monster House,75000000,-1338990
41523271,Comedy|Crime|Drama|Romance,,Bandits,80000000,-38476729
37600435,Action|Adventure|Romance|Thriller,,First Knight,55000000,-17399565
39251128,Drama|History|Romance,,Anna and the King,75000000,-35748872
83503161,Action|Drama|Fantasy|Romance,,Immortals,75000000,8503161
34636443,Action|Crime|Drama|Mystery|Thriller,,Hostage,52000000,-17363557
22751979,Action|Adventure|Animation|Family|Sci-Fi,,Titan A.E.,75000000,-52248021
30013346,Action|Comedy|Crime|Thriller,,Hollywood Homicide,75000000,-44986654
14567883,Action|Drama|Sci-Fi,,Soldier,75000000,-60432117
90820,Drama|Horror|Sci-Fi|Thriller,,Carriers,,90820
5409517,Animation|Comedy|Fantasy,,Monkeybone,75000000,-69590483
21009180,Action|Adventure|Drama|Thriller,,Flight of the Phoenix,45000000,-23990820
94999143,Drama|Mystery|Sci-Fi|Thriller,,Unbreakable,75000000,19999143
336029560,Action|Animation|Comedy|Family|Sci-Fi,,Minions,74000000,262029560
36381716,Action|Fantasy,,Sucker Punch,82000000,-45618284
55585389,Crime|Mystery|Thriller,,Snake Eyes,69000000,-13414611
36976367,Drama|Mystery|Sci-Fi|Thriller,,Sphere,75000000,-38023633
107225164,Action|Animation|Comedy|Family,,The Angry Birds Movie,73000000,34225164
70224196,Action|Adventure|Comedy|Romance|Thriller,,Fool's Gold,70000000,224196
51814190,Comedy|Drama,,Funny People,75000000,-23185810
47456450,Action|Drama|Thriller,,The Kingdom,70000000,-22543550
148213377,Action|Comedy|Sport,,Talladega Nights: The Ballad of Ricky Bobby,73000000,75213377
112950721,Comedy|Family|Fantasy,,Dr. Dolittle 2,72000000,40950721
75600000,Biography|Drama|History|War,,Braveheart,72000000,3600000
62647540,Action|Drama|War,,Jarhead,70000000,-7352460
183132370,Adventure|Animation|Comedy,,The Simpsons Movie,75000000,108132370
27796042,Drama|Romance,,The Majestic,72000000,-44203958
32616869,Action|Drama|Sport,,Driven,72000000,-39383131
18947630,Adventure|Drama|Family,,Two Brothers,59660000,-40712370
114195633,Drama|Mystery|Romance|Thriller,,The Village,60000000,54195633
144156464,Comedy|Family|Fantasy,,Doctor Dolittle,71500000,72656464
227965690,Drama|Sci-Fi|Thriller,,Signs,72000000,155965690
436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,,Shrek 2,150000000,286471036
244052771,Adventure|Animation|Comedy|Family|Sport,,Cars,120000000,124052771
152149590,Comedy|Romance,,Runaway Bride,70000000,82149590
141204016,Action|Adventure|Thriller,,xXx,70000000,71204016
162495848,Adventure|Animation|Comedy|Family|Fantasy,,The SpongeBob Movie: Sponge Out of Water,74000000,88495848
